SPS	152	Jaký druh uložení se nejčastěji volí pro uložení valivého ložiska na hřídeli?	A	Uložení s vůlí	Přechodné uložení	Uložení s přesahem	Nezáleží na druhu uložení ložiska na hřídeli
SPS	153	Který parametr NENÍ potřebný pro výpočet trvanlivosti ložiska v hodinách?	B	Dynamická únosnost "C"	Dynamické ekvivalentní zatížení "P"	Otáčky hřídele "n"	Průměr hřídele "d"
SPS	154	Který parametr NEHRAJE zásadní roli při výběru typu valivého ložiska?	D	Poměr axiální a radiální síly působící na ložisko	Otáčky hřídele, na nichž jsou ložiska	Požadovaná trvanlivost ložiska	Způsob mazání valivého ložiska
SPS	155	Co je výhodou kluzných ložisek?	A	Teoreticky nepotřebují mazání	Dochází k minimálním ztrátám třením	Mají velmi jednoduchou konstrukci	Jejich výroba nemusí být přesná
SPS	156	K čemu slouží (šipkou) označená část na zobrazené ložiskové jednotce?	C	K uchycení ložiska ke hřídeli	Pro pojištění vnějšího kroužku ložiska na jednotku	K mazání ložiska	Pro zvýšení dynamické únosnosti ložiska
SPS	157	Pro jaké síly je vhodné ložisko na obrázku?	D	Velké radiální a malé axiální	Žádné radiální a velké axiální	Velké radiální a žádné axiální	Malé radiální a velké axiální
SPS	158	Která část a proč chybí válečkovému ložisku na obrázku?	A	Chybí vnitřní kroužek, protože je volně posuvný (oddělávací)	Chybí vnější kroužek, protože je ložisko nekompletní	Chybí klec, aby se válečky mohly přizpůsobit hřídeli	Chybí valivé elementy, aby se ložisko mohlo valit po vnějším kroužku
SPS	159	Jaký typ valivého ložiska je na obrázku?	D	Kuličkové	Válečkové	Jehlové	Soudečkové
SPS	160	Které tvrzení o ložisku na obrázku NENÍ pravdivé?	B	Jedná se o kluzné ložisko	Zvládne přenášet velké axiální zatížení	Dovoluje natočit vnitřní kroužek vůči vnějšímu	Dochází v něm ke smykovému (čepovému) tření
SPS	161	Jak NELZE vypočítat převodový poměr u řetězového převodu?	D	Jako poměr otáček obou řetězových kol	Jako poměr počtu zubů obou řetězových kol	Jako poměr roztečných průměrů obou řetězových kol	Jako poměr výkonů na obou řetězových kolech
SPS	162	Kuželový třecí převod je převod ...	D	se silovým stykem	s tvarovým stykem	s materiálovým stykem	se silovým i tvarovým stykem dohromady
SPS	163	Kterou z možností NELZE zajistit snížení prokluzu u třecích převodů?	C	Zvýšení přítlačné síly mezi oběma třecími koly	Změnou materiálu třecích kol	Zvýšením otáček třecích kol	Připevněním obtáčení ke třecím kolům
SPS	164	Přes jaké plochy se přenáší síly mezi řemenicemi a úzkým klínovým řemenem? Přenáší se přes ...	A	boky řemene	nárazník řemene	zuby řemene	výztužná vlákna řemene
SPS	165	Co je výhodou třecích převodů?	D	Malé namáhání ložisek	Přenos velkých výkonů	Stálý převodový poměr	Tlumí rázy
SPS	166	Řetězové převody jsou převody ...	D	nepřímé se silovým stykem	nepřímé s tvarovým stykem	přímé se silovým stykem	přímé s tvarovým stykem
SPS	167	Jaký je poměr obvodových rychlostí obou řemenic v řemenovém převodu při zanedbání prokluzu?	C	Hnací řemenice má větší obvodovou rychlost než hnaná	Hnací řemenice má menší obvodovou rychlost než hnaná	Hnací řemenice má stejnou obvodovou rychlost jako hnaná	Závislost nelze jednoznačně rozhodnout
SPS	168	Kam se umísťuje napínací kladka v řemenovém převodu?	A	Do ochablé části pásu a co nejblíže malé řemenice	Do ochablé části pásu a co nejblíže velké řemenice	Do napnuté části pásu a co nejblíže malé řemenice	Do napnuté části pásu a co nejblíže malé řemenice
SPS	169	Co NEPATŘÍ mezi výhody řemenových převodů s ozubenými řemeny?	B	Pracují bez skluzu	Namáhají méně ložiska	Mají tichý a klidný chod	Dobře snáší vysoké teploty
SPS	170	Co patří mezi výhody řemenových převodů s klínovými řemeny oproti třecím převodům?	D	Malé zatížení ložisek	Stálý převodový poměr	Není nutné řešit napínání	Velká vzdálenost os
SPS	171	Jaký druh „opásání“ se používá téměř výhradně u řetězových převodů?	A	Uzavřené	Otevřené	Zkřížené	Polozkřížené
SPS	172	Co NEPATŘÍ mezi výhody řetězových převodů?	D	Menší namáhání ložisek	Vysoká účinnost	Stálý převodový poměr	Nevyžaduje mazání
SPS	173	Který z uvedených řetězů NENÍ plně normalizovaný?	A	Článkový řetěz	Válečkový řetěz	Galiův řetěz	Zubový řetěz
SPS	174	Který z uvedených řetězů má nejmenší tření mezi ním a řetězovým kolem při běhu?	B	Pouzdrový řetěz	Válečkový řetěz	Galiův řetěz	Ewartův řetěz
SPS	175	Jak se jmenuje řetěz, který je snadno rozebíratelný vzájemným pootočením článků o 90° a vysunutím?	B	Pouzdrový řetěz	Ewartův řetěz	Galiův řetěz	Článkový řetěz
SPS	176	Jak se jmenuje řetěz na obrázku?	C	Fleyerův řetěz	Ewartův řetěz	Galiův řetěz	Energetický řetěz
SPS	177	Jaký druh řemenu je na obrázku?	A	Klínový řemen	Plochý řemen	Variátorový řemen	Ozubený řemen
SPS	178	Jaký druh soukolí je na obrázku?	C	Kuželové soukolí	Lícní soukolí	Čelní vnější soukolí	Šnekové soukolí
SPS	179	Pro jaký řemen je vhodná řemenice na obrázku?	D	Pro žádný – nejedná se o řemenici	Pro plochý řemen	Pro klínový řemen	Pro ozubený řemen
SPS	180	Jaký úhel opásání má hnaná řemenice na obrázku?	D	Do 90°	V rozmezí 90° až 180°	Přesně 180°	Větší než 180°
SPS	181	Jaká je hlavní funkce všech spojek?	A	Přenos krouticího momentu	Ochrana proti přetížení	Tlumení kmitů a rázů	Zajištění plynulého rozběhu
SPS	182	Jaká je základní vlastnost pevných (mechanických neovládaných) spojek?	A	Jsou jednoduché a levné	Umí kompenzovat výrobní nepřesnosti	Tlumí kmity a rázy	Zajišťují plynulý rozběh
SPS	183	Jaká je základní vlastnost vyrovnávacích (mechanických neovládaných) spojek?	B	Jsou jednoduché a levné	Umí kompenzovat výrobní nepřesnosti	Tlumí kmity a rázy	Zajišťují plynulý rozběh
SPS	184	Která z těchto výsuvných ovládaných spojek NEPŘENÁŠÍ krouticí moment pomocí silového styku?	D	Čelní třecí spojka	Kuželová třecí spojka	Lamelová třecí spojka	Zubová výsuvná spojka
SPS	185	Která z těchto spojek se řadí mezi ovládané spojky?	A	Korýtková spojka	Kloubová spojka	Spojka s pryžovou deskou	Spojka se střížným kolíkem
SPS	186	Která z těchto spojek se NEŘADÍ mezi ovládané spojky?	D	Volnoběžná spojka	Rozběhová spojka	Kuličková vysmekávací spojka	Přírubová spojka
SPS	187	Jaký obchodní název má spojka s pryžovou deskou?	B	BKN	HARDY	BIBI	PERIFLEX
SPS	188	Jakým způsobem (stykem) přenáší krouticí moment nejjednodušší trubková spojka?	A	Materiálovým stykem	Tvarovým stykem	Silovým stykem	Trubková spojka neexistuje
SPS	189	Jak se nazývají spojky, které dokážou přenášet krouticí moment pouze v jednom směru otáčení?	B	Rozběhové spojky	Volnoběžné spojky	Třecí spojky	Zubové spojky
SPS	190	Která spojka se používá pro vytvoření tzv. Kardanova závěsu, používaného typicky pro pohon vozidel?	A	Kloubová spojka	Korýtková spojka	Obručová spojka	Třecí spojka
SPS	191	Která z těchto brzd funguje primárně na principu vláknového tření?	B	Jednočelisťová brzda	Pásová brzda	Kotoučová brzda	Bubnová brzda
SPS	192	Která z těchto pásových brzd je nejvhodnější pro oba smysly otáčení?	D	Jednoduchá	Součtová	Rozdílová	Diferenciální
SPS	193	Která z těchto brzd NENAMÁHÁ brzděnou hřídel na ohyb?	C	Jednočelisťová brzda	Dvoučelisťová brzda	Kotoučová brzda	Pásová brzda
SPS	194	Na principu jakého jednoduchého stroje funguje jednočelisťová brzda?	A	Páka	Kladka	Klín	Nakloněná rovina
SPS	195	Která ze základních typů brzd je nejvíce samočinně chlazena vzduchem?	D	Jednočelisťová brzda	Pásová brzda	Kotoučová brzda	Bubnová brzda
SPS	196	Která ze základních typů brzd lze zařadit mezi axiální brzdy?	C	Jednočelisťová brzda	Pásová brzda	Kotoučová brzda	Bubnová brzda
SPS	197	Která z těchto informací obecně o brzdách NENÍ pravdivá?	A	Slouží k zajištění klidové polohy	Mění se (při jejich činnosti) potenciální energie na tepelnou	Brzdného účinku je dosaženo silovým stykem	Mechanické brzdy se dělí na radiální a axiální
SPS	198	Na kterém z těchto parametrů nezávisí velikost ovládací síly jednočelisťové brzdy?	C	Materiál brzdového obložení	Rozměry ovládací páky	Rozměry brzděného kotouče	Úhel opásání čelisti
SPS	199	Lamelové brzdy jsou konstrukčně podobné ...	A	spojkám	ozubeným kolům	pružinám	ložiskům
SPS	200	Jaká síla vždy působí proti síle třecí při brzdění?	B	Obvodová síla	Normálová síla	Ovládací síla	Gravitační síla
SPS	201	Hydrostatické mechanismy se řadí mezi mechanismy	C	kinematické.	pneumatické.	tekutinové.	ozubené.
SPS	202	Co NEPATŘÍ mezi výhody hydrostatických mechanismů?	C	Přenos energie na velké vzdálenosti	Velká životnost	Vysoká účinnost	Snadná regulace
SPS	203	Který prvek NENÍ součástí hydrostatického mechanismu?	D	Nádrž	Čerpadlo	Hydromotor	Vzdušník
SPS	204	Který druh energie má zcela zanedbatelnou hodnotu při přenosu sil v hydrostatickém mechanismu?	B	Potenciální	Kinetická	Tlaková	Potenciální, kinetická ani tlaková energie nemá zanedbatelnou hodnotu
SPS	205	Jaký účel má v hydrostatickém mechanismu hydrogenerátor?	A	Mění energii mechanickou na tlakovou	Mění energii mechanickou na potenciální	Mění energii tlakovou na mechanickou	Mění energii tlakovou na potenciální
SPS	206	Které z těchto druhů čerpadel má nejmenší tlakové pulzace kapaliny na výstupu?	D	Zubové čerpadlo	Lamelové čerpadlo s tlakově nevyváženým rotorem	Jednořadé jednočinné pístové čerpadlo	Šroubové čerpadlo
SPS	207	Které z těchto druhů čerpadel je konstrukčně nejjednodušší?	A	Zubové čerpadlo	Lamelové čerpadlo	Axiální pístové čerpadlo	Radiální pístové čerpadlo
SPS	208	Ve kterém z těchto čerpadel Ize nalézt klikový mechanismus?	C	Zubové čerpadlo	Šroubové čerpadlo	Řadové pístové čerpadlo	Lamelové čerpadlo
SPS	209	Které z těchto druhů čerpadel Ize regulovat změnou excentricity rotoru vůči statoru?	B	Řadové pístové čerpadlo	Lamelové čerpadlo	Šroubové čerpadlo	Axiální pístové čerpadlo
SPS	210	Které z těchto druhů čerpadel Ize regulovat naklopením desky ovládající pohyb pístů?	D	Řadové pístové čerpadlo	Lamelové čerpadlo	Radiální pístové čerpadlo	Axiální pístové čerpadlo
SPS	211	Jaký základní tvar má značka pro čerpadlo v normalizovaných hydraulických schématech?	A	Kružnice	Čtverec	Obdélník	Šestiúhelník
SPS	212	V normalizovaných hydraulických schématech se elektrický motor značí písmenkem M, kolem něhož je...	A	kružnice.	čtverec.	obdélník.	trojúhelník.
SPS	213	Která z možností nevyjadřuje funkci nádrže v hydrostatických mechanismech?	B	Zásobování (uchování) pracovní kapaliny	Akumulace tlakové energie pracovní kapaliny	Zachycení nečistot v pracovní kapalině	Chlazení pracovní kapaliny
SPS	214	K čemu slouží v hydrostatickém mechanismu pojistný ventil?	A	K řízení velikosti tlaku v obvodu	K řízení velikosti průtoku pracovní kapaliny v obvodu	K řízení směru toku pracovní kapaliny v obvodu	K akumulaci energie
SPS	215	K čemu slouží v hydrostatickém mechanismu škrtící ventil?	B	K řízení velikosti tlaku v obvodu	K řízení velikosti průtoku pracovní kapaliny v obvodu	K řízení směru toku pracovní kapaliny v obvodu	K akumulaci energie
SPS	216	Celek na obrázku Ize nejlépe použít jako	D	jednočinný hydrogenerátor.	dvojčinný hydrogenerátor.	jednočinný hydromotor.	dvojčinný hydromotor.
SPS	217	Jaký celek je na obrázku?	D	jednočinný hydrogenerátor.	dvojčinný hydrogenerátor.	jednočinný hydromotor.	dvojčinný hydromotor.
SPS	218	Který prvek hydraulického systému má schématickou značku na obrázku?	A	Zpětný ventil	Kulový kohout	Škrtící klapka	Dvoucestný rozvaděč
SPS	219	Jaký druh hydrogenerátoru je na obrázku?	B	Radiální pístový	Axiální pístový	Rotační vřetenový	Rotační lamelový
SPS	220	Jakou funkci má prvek na obrázku v hydrostatickém systému?	D	Zvyšování potenciální energie kapaliny	Snižování kinetické energie kapaliny	Hromadění tlakové energie kapaliny	Regulace velikosti průtoku kapaliny
SPS	221	Který z uvedených druhů dopravníků se NEŘADÍ mezi dopravníky s tažným elementem?	D	Pásový dopravník	Korečkový dopravník	Podvěsný dopravník	Šnekový dopravník
SPS	222	Který z uvedených druhů dopravníků se řadí mezi dopravníky s tažným elementem?	A	Eskalátor	Válečková trať	Vibrační dopravník	Šnekový dopravník
SPS	223	Který z uvedených druhů dopravníků se jinak nazývá "elevátor"?	B	Pohyblivé schodiště	Korečkový dopravník	Článkový dopravník	Hřeblový dopravník
SPS	224	Který převod principiálně pohání pásový dopravník?	C	Řemenový převod	Řetězový převod	Třecí převod	Ozubený převod
SPS	225	K jakému druhu dopravy primárně není určen pásový dopravník?	C	Ke kontinuální dopravě	K horizontální dopravě	K vertikální dopravě	K šikmé dopravě
SPS	226	Kterým z těchto způsobů NELZE zvýšit dopravované množství materiálu pásovým dopravníkem?	D	Zvětšením ložné šířky pásu	Víceválečkovou stolicí	Zrychlením pohybu pásu	Prodloužením délky pásu
SPS	227	Který buben u šikmého pásového dopravníku (doprava materiálu směrem nahoru) bude hnací?	A	Vždy ten výše položený	Vždy ten níže položený	Oba musí být hnací	Nezáleží na tom, který bude hnací
SPS	228	Který druh válečků pod pásem NENALEZNEME u pásového dopravníku?	D	Vodící válečky	Napínací válečky	Podpůrné válečky	Hnací válečky
SPS	229	Při výpočtu výkonu motoru pro pásový dopravník NENÍ nutné uvažovat ...	D	třecí síly.	setrvačné síly.	gravitační síly.	elektromagnetické síly.
SPS	230	K jakému druhu dopravy je primárně určen korečkový dopravník?	C	K přerušované dopravě	K horizontální dopravě	K vertikální dopravě	K osobní dopravě
SPS	231	Který z uvedených druhů dopravníků NENÍ vhodný pro přepravu sypkého materiálu?	A	Článkový dopravník	Korečkový dopravník	Redler	Hřeblový dopravník
SPS	232	Který z uvedených druhů dopravníků je NEJMÉNĚ vhodný pro přepravu horkého materiálu?	B	Článkový dopravník	Pásový dopravník	Redler	Hřeblový dopravník
SPS	233	Lze hřeblovými dopravníky a redlery dopravovat materiál horizontálně, šikmo i vertikálně?	C	Ano, oběma je to možné.	Ne, není to možné ani u jednoho.	Lze to pouze redlery, jelikož mají uzavřenou konstrukci	Lze to pouze hřeblovými dopravníky, jelikož mají otevřenou konstrukci
SPS	234	Kterému dopravníku je nejblíže princip fungování pohyblivého schodiště?	B	Elevátoru	Článkovému dopravníku	Podvěsnému dopravníku	Pásovému dopravníku
SPS	235	U kterého z uvedených dopravníků by NEMOHLO být tažným elementem lano?	C	Vozíkový dopravník	Podvěsný dopravník	Pásový dopravník	Článkový dopravník
SPS	236	Na obrázku je běžný pásový dopravník zobrazený bez samotného pásu. K čemu slouží váleček označený červenou šipkou?	A	Pro podporu pásu ve vratné větvi	Pro zvýšení úhlu opásání pásu na hnacím bubnu	Pro napínání pásu po celé délce	Pro vedení pásu v tažné větví
SPS	237	Jaký typ dopravníku s tažným elementem je na obrázku?	B	Korečkový	Hřeblový	Podvěsný	Nejedná se o dopravník s tažným elementem
SPS	238	S jakým typem dopravníku nejpravděpodobněji souvisí tato součást?	A	S elevátorem	S redlerem	S eskalátorem	S válečkovou tratí
SPS	239	Pásový dopravník na obrázku má konstruktér v úmyslu umístit pod úhlem 20°. K jakému účelu slouží označená oblast a kde by měla být umístěna?	C	Jedná se napínání pásu, umístí se tudíž v nejvyšším možném místě	Jedná se o pohon pásu, umístí se tudíž v nejnižším možném místě	Jedná se napínání pásu, umístí se tudíž v nejnižším možném místě	Jedná se o pohon pásu, umístí se tudíž v nejvyšším možném místě
SPS	240	Jakým přízviskem by se dal nejlépe označit tento dopravník?	A	Článkový	Pásový	Podvěsný	Korečkový
SPS	241	Který z uvedených druhů dopravníků se NEŘADÍ mezi dopravníky bez tažného elementu?	A	Korečkový dopravník	Válečková trat'	Vibrační dopravník	Šnekový dopravník
SPS	242	Který z uvedených druhů dopravníků se řadí mezi dopravníky bez tažného elementu?	D	Elevátor	Pásový dopravník	Hřeblový dopravník	Šnekový dopravník
SPS	243	Kterým z těchto způsobů NELZE zvýšit dopravované množství materiálu šnekovým dopravníkem?	D	Zvýšením otáček šneku	Zvětšením průměru šneku	Zvětšením rozteče šnekovice	Snížením hustoty dopravovaného materiálu
SPS	244	Ke kterému z uvedených druhů dopravy primárně NESLOUŽÍ šnekový dopravník?	A	K horizontální dopravě	K vertikální dopravě	K šikmé dopravě	Ke kontinuální dopravě
SPS	245	Jak se nazývá křivka, která tvoří šnek šnekového dopravníku?	A	Šroubovice	Evolventa	Cykloida	Parabola
SPS	246	Lze naplnit dopravní žlab šnekového dopravníku na 100%?	C	Ano, zvýší se tím dopravní množství	Ano, ale jen u některých dopravovaných materiálů	Ne, došlo by k pěchování dopravovaného materiálu, a to je nežádoucí	Ano, ale pouze pokud je žlab uzavřený, aby nedocházelo k úniku přepravovaného materiálu mimo žlab
SPS	247	Který z těchto dopravníků bez tažného elementu nikdy nepotřebuje pro svoji funkci pohon?	B	Šnekový dopravník	Dopravní žlab	Válečková trať	Vibrační dopravník
SPS	248	Který z těchto dopravníků bez tažného elementu bude při pořízení pravděpodobně nejlevnější?	B	Šnekový dopravník	Dopravní žlab	Válečková trať	Vibrační dopravník
SPS	249	Co je základní podmínkou pro to, aby mohl být přepravován materiál v dopravním žlabu?	A	Dostatečný náklon dopravního žlabu, aby bylo překonáno smykové tření	Dostatečný náklon žlabu, aby byla překonána setrvačná síla	Dostatečný výkon motoru	Přepravovaný materiál musí mít při umístění do žlabu určitou počáteční rychlost
SPS	250	Jaký materiál Ize přepravovat pomocí válečkové tratě?	D	Jakýkoliv	Pouze sypké materiály	Pouze materiály v kapalném stavu	Pouze kusové materiály
SPS	251	Jak nemůže být přepravován materiál pomocí válečkové tratě?	D	Posouváním lidskou silou	Samočinně gravitací	Pomocí pohonu válečků	Překonáním setrvačné síly
SPS	252	Při rychlém pohybu vibračního dopravníku vzad (proti směru dopravy materiálu) je...	B	třecí síla větší než setrvačná.	setrvačná síla větší než třecí.	třecí síla větší než gravitační.	třecí síla nulová.
SPS	253	Při pomalém pohybu vibračního dopravníku vpřed (ve směru dopravy materiálu) je...	C	třecí síla větší než gravitační.	setrvačná síla větší než třecí.	setrvačná síla menší než gravitační.	třecí síla nulová.
SPS	254	U poháněné válečkové tratě musí být poháněn ...	C	každý váleček.	alespoň každý druhý váleček.	alespoň každý třetí váleček.	alespoň každý čtvrtý váleček.
SPS	255	U kterého z těchto dopravníků bez tažného elementu hraje nejmenší roli smykové tření?	D	Šnekový dopravník	Dopravní žlab	Válečková trat	Vibrační dopravník
SPS	256	Jaký druh dopravníku bez tažného elementu je na obrázku?	B	Nejedná se o dopravník bez tažného elementu, ale s tažným elementem	Vibrační	Válečkový	Šnekový
SPS	257	K dopravě jakého materiálu se nejlépe hodí šnekovice na obrázku?	C	Lepivého tekoucího materiálu	Drobného kusového materiálu	Hutnému sypkému materiálu	Hustému plynnému materiálu
SPS	258	K jakému účelu slouží zakroužkovaná část na obrázku tohoto šnekového dopravníku?	C	Jako vstup dopravovaného materiálu do dopravníku	Jako vstup potenciální energie do dopravníku	Jako převod požadovaných otáček šnekovice do dopravníku	Jako převod rotačního pohybu z motoru na posuvný pohyb šnekovice
SPS	259	Na obrázku je dopravník, u kterého lze upravit jeho celkovou délku. Jak Ize takový dopravník použít pro dopravu kusového materiálu?	C	Jakkoliv dlouhý, ale vždy musí být skloněný pod určitým úhlem, a proto má nastavovací nohy.	Musí být maximálně tak dlouhý, aby přepravované kusy nepropadly mezi dvěma sousedními válečky	Dlouhý maximálně tak, aby kusový materiál v jakémkoliv místě trasy ležel alespoň na třech válečcích	Dlouhý tak, aby přepravovaný materiál měl délku maximálně v délce rozteče dvou sousedních válečků
SPS	260	K jakému účelu je na tomto dopravníku umístěný označený motor s převodovkou?	B	Proto, aby roztočil válečky přes pomocný převod	Proto, aby roztočil jediný váleček zhruba uprostřed dopravníku	Proto, aby zajistil pohyb celého dopravníku při jeho přesouvání	Proto, aby došlo k vibracím dopravníku a díky nim se materiál pohyboval
SPS	261	Existuje případ, kdy může do klece výtahu se zakázanou dopravou osob vstoupit osoba?	A	Ne, v žádném případě	Ano, pokud se jedná o řidiče daného výtahu	Ano, ale pouze u některých druhů a pokud je to nutné k nakládání	Ano, ale pouze v případech daných zákonem, resp. ústavou ČR
SPS	262	Do které skupiny výtahů se podle normy řadí tzv. páternoster?	B	Výtahy pro dopravu osob	Výtahy se zakázanou dopravou osob	Nákladní výtahy	Je samostatnou skupinou výtahů
SPS	263	Jaký druh zdvihadla je výtahový stroj, který zvedá a spouští klec?	B	Zvedák	Kladkostroj	Navíjedlo	Visutá kočka
SPS	264	Jaký druh lan se nejčastěji používá jako zvedací prostředky u výtahů?	A	Protisměrně vinutá ocelová lana	Protisměrně vinutá konopná lana	Stejnosměrně vinutá ocelová lana	Stejnosměrně vinutá konopná lana
SPS	265	Jaký druh řetězů se nejčastěji používá jako zvedací prostředky u výtahů?	A	Gallův řetěz	Ewartův řetěz	Válečkový řetěz	Zubový řetěz
SPS	266	Na co je nutné dát pozor při konstrukci uchycení kabiny výtahu?	A	Počet lan držící výtahovou klec je dán normou a tíhu výtahové klece je nezbytné rozdělit rovnoměrně na všechna lana	Počet lan držící výtahovou klec je libovolný, ale tíhu výtahové klece je nezbytné rozdělit rovnoměrně na všechna lana	Počet lan držící výtahovou klec je libovolný a tíhu výtahové klece Ize rozdělit různě na všechna lana	Počet lan držící výtahovou klec je dán normou a tíhu výtahové klece lze rozdělit různě na všechna lana
SPS	267	Co musí být v prostoru výtahu vedeno?	C	Jen kabina (klec)	Jen protizávaží	Klec i protizávaží	Nemusí být vedena kabina ani protizávaží
SPS	268	Na jaký druh namáhání jsou namáhána lana?	A	Tah	Tlak	Krut	Ohyb
SPS	269	Jak se nazývá prostor, ve kterém se pohybuje kabina výtahu?	A	Šachta	Strojovna	Závěs	Mezanin
SPS	270	Jakou hmotnost musí mít protizávaží?	C	Stejnou jako kabina výtahu	Stejnou jako maximální nosnost kabiny výtahu	Jako součet hmotnosti kabiny a půlky maximální nosnosti kabiny	Jako součet maximální nosnosti a půlky hmotnosti kabiny výtahu
SPS	271	Na čem z uvedených NEZÁVISÍ volba výkonu elektromotoru pro pohon výtahu?	D	Na rychlosti pohybu kabiny výtahu	Na maximální nosnosti kabiny výtahu	Na tření ve výtahovém stroji (pohonném mechanismu)	Na výšce zdvihu kabiny výtahu
SPS	272	Co z uvedených NENÍ součástí výtahové šachty?	D	Nárazníky	Vodítka	Zachycovače	Armatury
SPS	273	Co NEPATŘÍ mezi nevýhody páternosteru?	D	Složitá konstrukce	Nízká bezpečnost	Malé dopravní rychlosti	Nízká přepravní kapacita
SPS	274	K čemu obvykle slouží páternoster?	A	Ke kontinuální přepravě osob	Ke kontinuální přepravě nákladů	K přetržité dopravě osob	K přetržité dopravě nákladů
SPS	275	Co NEPATŘÍ mezi výhody hydraulických výtahů?	D	Tichý chod	Plynulá jízda kabiny výtahu	Možnost různého umístění strojovny	Vysoké dopravní rychlosti
SPS	276	Co spojuje celek na obrázku u výtahů?	B	Kabinu s vodícími lištami	Kabinu s nosnými lany	Lana s pohonným bubnem	Lana s výtahovou šachtou
SPS	277	Jak se nazývá výtah, jehož zjednodušené schéma a reálná podoba je na obrázku?	A	Oběžný	Stolový	Výsypný	Hydraulický
SPS	278	Na obrázku je lano vhodné pro nesení výtahové klece. Jak se nazývá jeho část označená šipkou?	C	Pramen	Drát	Duše	Lanovice
SPS	279	Jak se nazývá zařízení výtahu na obrázku?	D	Vodítko	Závěs	Nárazník	Zachycovač
SPS	280	Jak se nazývá zařízení na obrázku v souvislosti s výtahy?	C	Omezovač	Protizávaží	Nárazník	Zachycovač
SPS	281	Co se rozumí pojmem "vyložení jeřábu"?	B	Maximální výška, do které lze břemeno jeřábem zvednout	Maximální vzdálenost mezi zvedaným břemenem a hlavní osou jeřábu	Maximální hmotnost břemene, kterou lze jeřábem zvednout	Maximální úhel, o který se může jeřáb s břemenem otočit
SPS	282	Co se rozumí pojmem "klopný moment"? Pozn.: V hranaté závorce je jednotka dané veličiny.	D	Síla [N], která se snaží při transportu břemene naklápět jeřáb	Okamžik [s], při kterém dojde k překlopení jeřábu	Vzdálenost [m], do které se nesmí břemeno dostat od místa zakotvení jeřábu	Moment [N.m], který vyjadřuje míru stability jeřábu
SPS	283	Do které z těchto kategorií lze zařadit mostový jeřáb	C	Věžové jeřáby	Mobilní jeřáby	Skladové jeřáby	Sloupové jeřáby
SPS	284	Čím se vyznačuje věžový jeřáb?	A	Nosná konstrukce je příhradová	Celková konstrukce má tvar brány	Nosnou konstrukcí je masivní otočný sloup	Jeřáb má velmi malé rozměry
SPS	285	Prolamovaný profil nosné konstrukce jeřábu vznikne tak, dojde k úpravě válcovaného ocelového profilu nejčastěji tvaru	B	U	I	L	T
SPS	286	Zdvihací ústrojí jeřábu je kombinací	C	kladkostroje a zvedáku.	zvedáku a navíjedla.	navíjedla a kladkostroje.	zvedáku a visuté kočky.
SPS	287	Který ze zmíněných parametrů NENÍ nutné zohlednit při návrhu elektromotoru pro zdvihací zařízení jeřábu?	B	Nosnost jeřábu	Hmotnost háku jeřábu	Rychlost zvedání břemene	Vyložení jeřábu
SPS	288	Na kterém z uvedených parametrů NEZÁVISÍ rychlost zdvihání břemene jeřábem?	D	Otáčky elektromotoru	Celkový převodový poměr zdvíhacího ústrojí	Průměr lanového bubnu	Vyložení jeřábu
SPS	289	Která z uvedených možností se NEPOUŽÍVÁ jako zdvíhací prostředek u jeřábů?	D	Textilní lana	Ocelová lana	Řetězy	Řemeny
SPS	290	Který z uvedených názvů NEOZNAČUJE název ocelového lana?	D	Seal	Warrington	Herkules	Henry
SPS	291	Který z uvedených typů řetězů se NEPOUŽÍVÁ u jeřábů jako zvedací prostředek?	D	Článkové řetězy	Fleyerovy řetězy	Gallovy řetězy	Pouzdrové řetězy
SPS	292	Který z nabízených uchopovacích prostředků drží transportované těleso pomocí smykového tření?	C	Dvojitý hák	Lamelový hák	Břemenové kleště	Elektromagnet
SPS	293	Na jaký druh namáhání (z nabízených možností) se kontrolují pojezdové kolejnice pro pojezd jeřábů?	B	Krut	Otlačení	Tah	Střih
SPS	294	Co NEPATŘÍ mezi výhody textilních lan jako zvedacích prostředků u jeřábů?	D	Nízká hmotnost	Tichý provoz	Pružnost	Odolnost vůči otěru
SPS	295	Jakým převodem je nejčastěji realizován mechanismus otáčení jeřábu kolem své osy?	C	Řetězovým	Řemenovým	Ozubeným	Třecím
SPS	296	Jaký typický druh jeřábu je na obrázku?	C	Věžový	Sloupový	Portálový	Mostový
SPS	297	Jakým způsobem je primárně namáhán označený profil (červenou šipkou) na obrázku při zvedání břemene tímto sloupovým jeřábem?	A	Na tah	Na ohyb	Na krut	Na střih
SPS	298	Jak se nazývá konstrukce, ze které je vyroben výložník tohoto jeřábu?	A	Prolamovaná	Příhradová	Pilířová	Převislá
SPS	299	Jakým slovem by se nejlépe dal označit prostředek na obrázku pro uchopování břemen jeřábů?	D	Drapák	Vidle	Hák	Kleště
SPS	300	Jak se nazývá (označené) červené zařízení na obrázku?	A	Kladkostroj	Navíjedlo	Výložník	Visutá kočka
SPS	301	Co je to pístové čerpadlo?	B	Hnací pístový stroj sloužící pro dopravu kapalin	Hnaný pístový stroj sloužící pro dopravu kapalin	Hnací pístový stroj sloužící pro dopravu plynů	Hnaný pístový stroj sloužící pro dopravu plynů
